"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1102,291,0,11000,"FR2","2Story",9,5,2000,2000,"Gd","TA","PConc","Ex","TA","Unf",0,1519,1519,"GasA","Ex","Y",1533,639,2172,0,0,2,1,4,"Ex",8,1,"BuiltIn",3,687,"TA","TA",162,153,0,0
840,207,65,14753,"Inside","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",950,513,1463,"GasA","Ex","Y",1463,0,1463,1,0,2,0,3,"TA",5,0,"Attchd",2,539,"TA","TA",0,81,0,0
2326,176.5,63,9084,"Inside","2Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","Unf",0,935,935,"GasA","Gd","Y",955,677,1632,0,0,2,1,3,"TA",8,1,"Attchd",2,462,"TA","TA",0,28,0,0
2367,83,21,1953,"Inside","2Story",6,5,1973,1973,"TA","TA","CBlock","TA","Fa","BLQ",309,174,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",72,0,0,0
1106,350,91,10437,"Inside","1Story",8,6,1995,1995,"Gd","Gd","PConc","Gd","TA","GLQ",1696,413,2109,"GasA","Ex","Y",2113,0,2113,1,0,2,1,2,"Gd",7,1,"Attchd",3,839,"TA","TA",236,46,0,0
2772,193,0,8685,"CulDSac","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",846,579,1425,"GasA","Ex","Y",1425,0,1425,1,0,2,0,3,"TA",5,0,"Attchd",2,591,"TA","TA",0,130,0,0
826,239,122,11923,"Corner","1Story",9,5,2007,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1800,1800,"GasA","Ex","Y",1800,0,1800,0,0,2,0,2,"Ex",7,0,"Attchd",2,702,"TA","TA",288,136,0,0
2865,239,80,16560,"Inside","2Story",6,8,1932,1950,"TA","TA","BrkTil","Gd","TA","Rec",503,449,952,"GasA","TA","Y",1170,1175,2345,0,0,2,1,4,"TA",9,1,"Detchd",2,360,"TA","TA",0,0,0,0
2927,131,0,8885,"Inside","1Story",5,5,1983,1983,"TA","TA","CBlock","Gd","TA","BLQ",301,239,864,"GasA","TA","Y",902,0,902,1,0,1,0,2,"TA",5,0,"Attchd",2,484,"TA","TA",164,0,0,0
656,135,60,10410,"Inside","1.5Fin",5,7,1916,1987,"TA","TA","CBlock","Fa","TA","Unf",0,660,660,"GasA","Ex","Y",808,704,1656,0,0,2,1,3,"TA",8,0,"Detchd",1,180,"Fa","Fa",0,0,0,0
1590,206.3,78,7060,"Inside","SFoyer",7,5,1997,1998,"TA","Gd","PConc","Gd","Gd","GLQ",1309,35,1344,"GasA","Ex","Y",1344,0,1344,2,0,2,0,2,"TA",8,0,"Attchd",4,784,"TA","TA",0,0,0,0
1631,154.204,160,18160,"Inside","1Story",6,6,1964,1964,"TA","TA","CBlock","TA","TA","BLQ",550,752,1302,"GasA","Fa","Y",1128,0,1128,1,0,1,0,3,"TA",6,1,"Attchd",2,480,"TA","TA",0,108,246,0
1962,129,60,7200,"Inside","1Story",5,8,1950,2002,"TA","TA","CBlock","TA","TA","ALQ",398,317,864,"GasA","Gd","Y",864,0,864,1,0,1,0,3,"Gd",5,0,"Detchd",2,720,"TA","TA",194,0,0,0
2366,125.5,24,2160,"Inside","2Story",5,6,1973,1973,"TA","TA","CBlock","TA","TA","LwQ",402,363,765,"GasA","Gd","Y",765,600,1365,0,0,1,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",0,36,0,0
2071,89.5,0,9000,"Inside","1Story",4,7,1945,1950,"Fa","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",998,0,998,0,0,1,0,3,"TA",5,0,"2Types",2,460,"Fa","TA",0,0,140,0
844,204,78,10335,"Inside","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",679,811,1490,"GasA","Ex","Y",1501,0,1501,1,0,2,0,3,"Gd",6,0,"Attchd",2,577,"TA","TA",144,29,0,0
2073,182,0,11075,"Corner","1Story",6,5,1984,1984,"TA","TA","PConc","Gd","TA","BLQ",299,0,1190,"GasA","Ex","Y",1522,0,1522,0,0,2,0,3,"TA",7,1,"Attchd",2,552,"TA","TA",0,77,0,168
2343,202.5,91,14145,"Corner","1Story",7,7,1984,1998,"Gd","TA","CBlock","Gd","TA","ALQ",213,995,1208,"GasA","Ex","Y",1621,0,1621,1,0,2,0,3,"Gd",8,0,"Attchd",2,440,"TA","TA",108,45,0,0
62,260.4,59,10593,"Inside","1Story",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","GLQ",919,801,1720,"GasA","Ex","Y",1720,0,1720,1,0,2,0,3,"Gd",7,1,"Attchd",2,527,"TA","TA",240,56,154,0
2846,160,0,7082,"Inside","2Story",5,8,1916,1995,"TA","TA","PConc","TA","TA","Unf",0,686,686,"GasA","Gd","Y",948,980,1928,0,0,2,0,5,"TA",10,0,"None",0,0,"None","None",0,0,228,0
1452,127,60,7180,"Inside","1Story",5,7,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",390,474,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",1,352,"TA","TA",0,0,0,0
694,128.9,68,4080,"Inside","1.5Fin",6,8,1935,1998,"TA","TA","PConc","TA","TA","Unf",0,901,901,"GasA","Gd","Y",861,517,1378,0,0,1,0,3,"Gd",6,0,"Detchd",1,162,"Fa","Fa",54,0,40,0
696,66.5,52,5720,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Unf",0,676,676,"GasA","Ex","Y",676,455,1131,0,0,1,1,3,"TA",5,0,"Detchd",1,200,"TA","TA",26,0,0,0
2382,252,110,16163,"Corner","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1618,1618,"GasA","Ex","Y",1618,0,1618,0,0,2,0,2,"Gd",6,1,"Attchd",3,880,"TA","TA",0,0,0,0
2906,164,32,4500,"FR2","1Story",6,5,1998,1998,"TA","TA","PConc","Ex","TA","GLQ",897,319,1216,"GasA","Ex","Y",1216,0,1216,1,0,2,0,2,"TA",5,0,"Attchd",2,402,"TA","TA",0,125,0,0
2619,207.5,47,16321,"CulDSac","1Story",5,6,1957,1997,"TA","TA","CBlock","TA","TA","BLQ",1277,207,1484,"GasA","TA","Y",1600,0,1600,1,0,1,0,2,"TA",6,2,"Attchd",1,319,"TA","TA",288,258,0,0
191,140.75,60,10560,"Inside","2Story",6,7,1922,1994,"TA","TA","CBlock","Fa","TA","Rec",283,455,738,"GasA","Ex","Y",868,602,1470,0,0,1,1,2,"TA",6,0,"Detchd",2,624,"TA","TA",0,0,0,0
361,178,0,9636,"Corner","2Story",6,5,1992,1993,"TA","TA","PConc","Gd","TA","Unf",0,808,808,"GasA","Gd","Y",808,785,1593,0,0,2,1,3,"TA",7,1,"BuiltIn",2,389,"TA","TA",342,40,0,0
2427,156.82,43,3010,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1126,1142,"GasA","Ex","Y",1142,0,1142,0,0,2,0,2,"Gd",6,0,"Attchd",2,440,"TA","TA",90,0,0,0
101,177.5,0,2117,"Inside","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",378,378,756,"GasA","Ex","Y",769,804,1573,0,0,2,1,3,"Gd",5,0,"Detchd",2,440,"TA","TA",0,32,0,0
778,165,88,15400,"Inside","SLvl",5,5,1961,1961,"TA","TA","CBlock","TA","Gd","Unf",0,552,552,"GasA","TA","Y",904,611,1774,0,0,2,0,4,"TA",8,1,"Attchd",1,384,"TA","TA",290,40,0,0
1979,99.9,56,3153,"Inside","1Story",5,6,1920,1990,"TA","TA","BrkTil","TA","TA","Unf",0,967,967,"GasA","Gd","Y",967,0,967,0,0,1,0,2,"TA",5,1,"Detchd",1,180,"Fa","TA",0,0,26,0
952,173,72,9360,"Inside","SFoyer",6,7,1977,1977,"TA","TA","CBlock","Gd","TA","GLQ",841,0,957,"GasA","TA","Y",1287,0,1287,1,0,1,1,2,"TA",5,2,"Attchd",2,541,"TA","TA",302,39,0,120
1543,116.5,24,1879,"CulDSac","2Story",6,6,1980,1980,"TA","TA","CBlock","Gd","TA","GLQ",366,150,516,"GasA","TA","Y",516,516,1032,0,0,1,0,2,"TA",5,1,"Detchd",2,462,"TA","TA",213,0,0,0
456,230,34,5001,"Inside","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","TA","GLQ",904,410,1314,"GasA","Ex","Y",1314,0,1314,1,0,2,0,2,"Gd",6,1,"Attchd",2,626,"TA","TA",172,62,0,0
1274,138,60,8064,"Inside","1.5Fin",6,6,1948,1950,"TA","TA","CBlock","TA","TA","ALQ",315,453,768,"GasA","Ex","Y",819,501,1320,0,0,2,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",108,0,0,0
1019,175.5,78,12090,"Inside","1Story",6,6,1981,1981,"TA","Gd","CBlock","Gd","TA","GLQ",588,606,1422,"GasA","TA","Y",1422,0,1422,0,0,2,0,3,"Gd",7,1,"Attchd",2,576,"TA","TA",276,0,0,0
2145,305.9,80,10386,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",1464,536,2000,"GasA","Ex","Y",2000,0,2000,1,0,2,0,3,"Gd",8,0,"Attchd",3,888,"TA","TA",168,0,0,0
1026,185,80,10400,"Inside","2Story",7,6,1980,1988,"TA","TA","CBlock","Gd","TA","Unf",0,738,738,"GasA","TA","Y",1277,767,2044,0,0,2,1,3,"TA",7,1,"Attchd",2,489,"TA","TA",28,73,0,0
677,92.9,60,8544,"Corner","1Story",3,4,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","Fa","N",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd",2,400,"TA","TA",0,0,0,0
2324,183.5,0,8076,"Inside","1Story",6,6,1993,1994,"TA","TA","PConc","Gd","TA","GLQ",705,455,1160,"GasA","Gd","Y",1169,0,1169,0,1,2,0,3,"TA",6,1,"Attchd",2,402,"TA","TA",0,26,0,144
2387,325.3,101,14215,"Corner","2Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","Unf",0,1158,1158,"GasA","Ex","Y",1158,1218,2376,0,0,3,1,4,"Gd",9,1,"BuiltIn",3,853,"TA","TA",240,154,0,0
416,148.5,24,2289,"Inside","2Story",6,6,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",311,544,855,"GasA","TA","Y",855,586,1441,0,0,2,1,3,"TA",7,1,"Attchd",2,440,"TA","TA",28,0,0,0
2746,91.5,50,7585,"Inside","1.5Fin",5,3,1948,1950,"TA","TA","CBlock","Fa","Fa","Unf",0,810,810,"GasA","Fa","Y",1002,454,1456,1,1,1,0,4,"TA",7,1,"Detchd",1,280,"TA","TA",0,0,0,0
472,181,43,3182,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1330,1346,"GasA","Ex","Y",1504,0,1504,0,0,2,0,1,"Gd",7,1,"Attchd",2,457,"TA","TA",156,0,0,0
1432,155,65,9750,"Inside","1Story",5,7,1994,1994,"TA","TA","PConc","Gd","TA","GLQ",722,268,990,"GasA","Ex","Y",990,0,990,1,0,1,0,3,"TA",5,0,"Detchd",2,528,"TA","TA",168,0,0,0
2187,98.5,52,8741,"Inside","1Story",5,6,1946,1950,"TA","TA","CBlock","TA","TA","Unf",0,1195,1195,"GasA","TA","N",1195,0,1195,0,0,2,0,4,"TA",8,0,"None",0,0,"None","None",118,0,0,0
984,112,0,8780,"Corner","1Story",5,5,1985,1985,"TA","TA","CBlock","TA","TA","ALQ",625,208,833,"GasA","Ex","Y",833,0,833,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
939,222,0,21695,"Corner","1Story",6,9,1988,2007,"Gd","Gd","CBlock","Gd","TA","GLQ",808,72,880,"GasA","Ex","Y",1680,0,1680,1,0,2,0,3,"Gd",5,1,"Attchd",2,540,"TA","TA",292,44,0,0
695,103.5,57,10307,"Inside","2Story",6,5,1910,1950,"TA","TA","CBlock","TA","TA","LwQ",633,339,972,"GasA","Gd","N",972,972,1944,1,0,2,0,4,"TA",12,0,"Detchd",2,324,"Fa","TA",0,28,169,0
1085,187.687,53,3710,"Inside","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","TA","Unf",0,1146,1146,"GasA","Ex","Y",1246,0,1246,0,0,2,0,2,"Gd",5,1,"Attchd",2,428,"TA","TA",100,24,0,0
2833,130,32,3363,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,976,976,"GasA","Ex","Y",976,732,1708,0,0,2,0,3,"Gd",7,0,"Detchd",2,380,"TA","TA",0,40,0,0
2888,209,70,9116,"Corner","1Story",8,5,2001,2001,"Gd","TA","PConc","Ex","TA","Unf",0,1491,1491,"GasA","Ex","Y",1491,0,1491,0,0,2,0,3,"Gd",7,0,"Attchd",2,490,"TA","TA",120,100,0,0
480,195.5,61,10125,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,846,846,"GasA","Ex","Y",846,748,1594,0,0,2,1,3,"Gd",7,1,"Attchd",2,434,"TA","TA",300,48,0,0
2803,133,37,4435,"Inside","1Story",6,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",717,131,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",4,0,"Attchd",2,420,"TA","TA",140,0,0,0
933,115,24,1733,"Inside","2Story",6,6,1980,1980,"TA","TA","CBlock","TA","TA","Unf",0,516,516,"GasA","TA","Y",516,516,1032,0,0,1,0,2,"TA",5,1,"Detchd",2,452,"TA","TA",279,0,0,0
497,327,106,12720,"Inside","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",1173,282,1455,"GasA","Ex","Y",1466,1221,2687,1,0,2,1,4,"Gd",10,2,"BuiltIn",3,810,"TA","TA",252,30,0,0
1687,318,93,12030,"Inside","1Story",8,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1694,1694,"GasA","Ex","Y",1694,0,1694,0,0,2,0,3,"Gd",7,0,"Attchd",3,818,"TA","TA",168,228,0,0
682,139,70,7560,"Inside","1Story",5,6,1958,1965,"TA","TA","CBlock","TA","TA","LwQ",504,525,1029,"GasA","TA","Y",1339,0,1339,0,0,1,0,3,"TA",6,0,"Attchd",1,294,"TA","TA",0,0,0,0
2841,116,45,8248,"Inside","1.5Fin",5,7,1918,1950,"TA","TA","BrkTil","TA","TA","Unf",0,686,686,"GasW","Gd","Y",686,564,1250,0,1,1,1,3,"Fa",7,0,"Detchd",1,280,"TA","TA",207,0,96,0
2695,125.5,60,7200,"Corner","1.5Fin",5,6,1938,1995,"TA","TA","CBlock","TA","TA","Unf",0,803,803,"GasA","Ex","Y",803,557,1360,0,0,1,1,2,"Gd",6,0,"Detchd",1,297,"TA","TA",0,65,190,0
351,278,40,5664,"Inside","1Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",1158,343,1501,"GasA","Ex","Y",1659,0,1659,1,0,2,0,2,"Ex",5,1,"Attchd",2,499,"TA","TA",212,59,0,0
947,251,75,10125,"Inside","2Story",8,5,2000,2001,"Gd","TA","PConc","Gd","TA","ALQ",445,412,1107,"GasA","Ex","Y",1040,1012,2052,0,0,2,1,3,"Gd",7,1,"BuiltIn",3,642,"TA","TA",210,91,0,0
597,168.5,80,9600,"Inside","2Story",7,5,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",698,467,1165,"GasA","Gd","Y",1165,896,2061,0,1,2,1,4,"TA",8,1,"Attchd",2,498,"TA","TA",0,77,0,196
2817,98,67,8777,"Inside","2Story",4,6,1910,2000,"TA","Gd","CBlock","Gd","TA","Rec",173,166,676,"GasA","Gd","Y",760,676,1436,1,0,2,0,3,"TA",6,0,"Attchd",2,528,"TA","TA",147,0,0,0
717,265.979,65,11700,"Corner","2Story",7,7,1880,2003,"Gd","TA","Stone","TA","Fa","Unf",0,1240,1240,"GasW","TA","N",1320,1320,2640,0,0,1,1,4,"Gd",8,1,"Detchd",4,864,"TA","TA",181,0,386,0
1474,208.5,65,8450,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",706,150,856,"GasA","Ex","Y",856,854,1710,1,0,2,1,3,"Gd",8,0,"Attchd",2,548,"TA","TA",0,61,0,0
2215,359.1,78,12168,"Inside","2Story",8,6,1934,1998,"TA","TA","PConc","Gd","TA","BLQ",428,537,965,"GasA","TA","Y",1940,1254,3194,0,0,2,1,4,"TA",10,2,"Basment",2,380,"TA","TA",0,0,0,0
87,122,0,9819,"Inside","1Story",5,5,1967,1967,"TA","Gd","CBlock","TA","TA","BLQ",450,432,882,"GasA","TA","Y",900,0,900,0,0,1,0,3,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
2116,277,0,159000,"CulDSac","1.5Fin",6,7,1958,2006,"Gd","TA","CBlock","Gd","TA","Rec",697,747,1444,"GasA","Gd","Y",1444,700,2144,0,1,2,0,4,"Gd",7,2,"Attchd",2,389,"TA","TA",0,98,0,0
1469,136.5,37,4435,"Inside","1Story",6,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",686,162,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",3,0,"Attchd",2,420,"TA","TA",140,0,0,0
57,185.088,63,8577,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,847,847,"GasA","Ex","Y",847,886,1733,0,0,2,1,3,"Gd",7,1,"BuiltIn",2,433,"TA","TA",144,48,0,0
1201,185,76,9120,"Inside","2Story",6,6,1974,1974,"Gd","TA","CBlock","TA","TA","ALQ",442,459,901,"GasA","TA","Y",943,933,1876,0,0,2,1,4,"Gd",8,1,"Attchd",2,540,"Gd","TA",0,69,0,0
1046,111.75,21,1680,"Inside","2Story",5,5,1972,1972,"TA","TA","CBlock","TA","TA","Rec",350,280,630,"GasA","TA","Y",630,672,1302,0,0,2,1,3,"TA",6,0,"Detchd",1,264,"TA","TA",0,0,0,0
892,320,86,13286,"Inside","1Story",9,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1234,464,1698,"GasA","Ex","Y",1698,0,1698,1,0,2,0,3,"Ex",8,1,"Attchd",3,768,"TA","TA",327,64,0,0
1672,120.5,60,9000,"FR2","1Story",4,6,1971,1971,"TA","TA","PConc","TA","TA","ALQ",616,248,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",2,528,"TA","TA",0,0,0,0
2068,165.25,70,6960,"Inside","1.5Fin",7,8,1940,1998,"TA","TA","BrkTil","TA","TA","ALQ",258,422,680,"GasA","Ex","Y",798,504,1302,0,0,1,1,2,"Gd",6,2,"Attchd",1,224,"TA","TA",0,0,0,126
323,169,85,15300,"Inside","1Story",5,5,1965,1977,"TA","TA","CBlock","TA","TA","Rec",42,1026,1068,"GasA","TA","Y",1264,0,1264,1,0,1,0,2,"TA",7,1,"Attchd",2,528,"TA","TA",0,0,0,0
725,119,60,5400,"Inside","1.5Fin",6,6,1920,1950,"Fa","TA","BrkTil","TA","TA","Unf",0,972,972,"GasA","Ex","Y",1044,0,1480,0,0,1,0,3,"TA",6,0,"Detchd",1,207,"Fa","TA",0,0,176,0
874,219.5,0,9375,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","GLQ",739,318,1057,"GasA","Ex","Y",1057,977,2034,1,0,2,1,3,"Gd",8,0,"Attchd",2,645,"TA","TA",576,36,0,0
1985,85,50,5925,"Inside","1.5Fin",4,6,1900,1950,"TA","TA","BrkTil","Fa","TA","LwQ",122,0,570,"GasA","Gd","N",761,380,1141,0,0,1,0,3,"TA",6,0,"Detchd",1,252,"Fa","Fa",0,0,96,0
448,386.25,103,13472,"Inside","1Story",10,5,2003,2003,"Ex","TA","PConc","Ex","TA","GLQ",56,2336,2392,"GasA","Ex","Y",2392,0,2392,0,0,2,0,3,"Ex",8,1,"Attchd",3,968,"TA","TA",248,105,0,0
118,142.25,80,9600,"Inside","1Story",5,5,1966,1966,"TA","TA","CBlock","TA","TA","Rec",698,534,1232,"GasA","TA","Y",1232,0,1232,1,0,1,1,3,"TA",6,0,"Attchd",2,490,"TA","TA",0,224,0,0
1129,256,85,10625,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1660,1660,"GasA","Ex","Y",1660,0,1660,0,0,2,0,3,"Gd",7,1,"Attchd",3,660,"TA","TA",133,120,0,0
2045,219,107,12888,"Inside","2Story",7,8,1937,1980,"TA","Gd","CBlock","TA","TA","ALQ",288,717,1005,"GasA","TA","Y",1262,1005,2267,1,0,1,1,3,"TA",7,2,"Attchd",2,498,"TA","TA",521,0,0,0
789,127.5,73,9855,"Corner","1Story",6,5,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,1436,1436,"GasA","Fa","Y",1689,0,1689,0,0,1,0,3,"TA",7,1,"Attchd",2,480,"TA","TA",0,0,0,0
2637,107,57,9906,"Inside","2Story",4,4,1925,1950,"TA","TA","CBlock","TA","TA","Unf",0,686,686,"GasA","Fa","N",810,518,1328,0,0,1,0,3,"TA",8,0,"Detchd",1,210,"TA","TA",0,172,60,0
1976,127.5,50,6000,"Inside","1.5Fin",6,6,1927,1950,"TA","TA","BrkTil","TA","TA","Rec",276,569,845,"GasA","TA","Y",866,430,1296,0,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,0,175,0
56,216.5,0,7851,"Inside","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",625,235,860,"GasA","Ex","Y",860,1100,1960,1,0,2,1,4,"Gd",8,2,"BuiltIn",2,440,"TA","TA",288,48,0,0
2146,228.5,0,9375,"Inside","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1284,1284,"GasA","Ex","Y",1284,885,2169,0,0,2,1,3,"Gd",7,1,"Attchd",2,647,"TA","TA",192,87,0,0
1721,209.5,34,4590,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","GLQ",24,1530,1554,"GasA","Ex","Y",1554,0,1554,0,0,2,0,2,"Gd",6,1,"Attchd",2,627,"TA","TA",156,73,0,0
83,67.5,70,9800,"Corner","1Story",5,5,1920,1950,"TA","Fa","BrkTil","TA","TA","Unf",0,816,816,"GasA","TA","N",1012,0,1012,0,0,1,0,2,"TA",5,0,"Detchd",1,429,"TA","TA",121,0,80,0
722,143,50,9000,"Inside","2Story",7,9,1920,1988,"TA","Gd","PConc","TA","TA","ALQ",624,26,650,"GasA","Ex","Y",832,650,1482,0,1,1,0,3,"TA",7,0,"Detchd",2,324,"TA","TA",0,0,0,0
1831,171,0,16647,"CulDSac","SFoyer",5,5,1975,1981,"TA","TA","CBlock","Gd","TA","ALQ",1390,0,1390,"GasA","TA","Y",1701,0,1701,1,0,2,0,3,"TA",6,2,"Basment",2,611,"TA","TA",0,0,0,0
2106,155.835,85,11103,"Corner","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,440,"TA","TA",0,0,0,0
1335,164.9,50,6000,"Inside","1.5Fin",6,7,1940,1989,"TA","TA","CBlock","TA","TA","ALQ",521,460,981,"GasA","Ex","Y",1014,658,1672,0,0,1,1,3,"Gd",6,1,"Detchd",1,240,"TA","TA",0,11,0,0
912,135,65,7804,"Inside","1.5Fin",4,3,1928,1950,"TA","TA","BrkTil","TA","TA","BLQ",622,500,1122,"GasA","TA","Y",1328,653,1981,1,0,2,0,4,"Gd",7,2,"Detchd",2,576,"TA","TA",431,44,0,0
1545,126,50,7000,"Inside","1Story",6,8,1926,1998,"TA","Gd","BrkTil","TA","TA","Rec",299,555,894,"GasA","TA","Y",919,0,919,1,0,1,0,2,"TA",5,0,"Detchd",1,195,"TA","TA",0,0,116,0
1698,380,105,13693,"Inside","2Story",9,5,2006,2006,"Ex","TA","PConc","Gd","TA","Unf",0,2153,2153,"GasA","Ex","Y",2069,574,2643,0,0,2,1,3,"Ex",9,1,"BuiltIn",3,694,"TA","TA",414,84,0,0
1300,115,50,6000,"Inside","1Story",5,5,1948,1950,"TA","TA","CBlock","TA","TA","ALQ",104,516,789,"GasA","Ex","Y",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd",1,250,"TA","TA",0,0,0,0
2742,136.9,75,9525,"Inside","1.5Fin",6,4,1954,1972,"TA","TA","CBlock","TA","Fa","Rec",444,550,994,"GasA","Gd","Y",1216,639,1855,0,0,2,0,4,"TA",7,0,"Attchd",1,325,"TA","TA",182,0,0,0
2625,81.4,60,8544,"Corner","1Story",3,4,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","Fa","N",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd",2,400,"TA","Fa",0,0,0,0
82,171,70,8400,"Inside","2Story",6,6,1980,1981,"TA","TA","CBlock","Gd","TA","Unf",0,650,650,"GasA","TA","Y",888,676,1564,0,0,2,1,3,"TA",7,1,"Attchd",2,476,"TA","TA",0,50,0,204
1833,302,0,9572,"Inside","2Story",8,5,1990,1990,"Gd","TA","PConc","Ex","TA","GLQ",482,971,1453,"GasA","Ex","Y",1453,1357,2810,0,0,2,1,4,"Gd",9,1,"Attchd",2,750,"Gd","Gd",500,0,0,0
343,157,85,10200,"Inside","1Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","LwQ",844,590,1434,"GasA","TA","Y",1434,0,1434,1,0,2,0,4,"TA",7,1,"Attchd",2,528,"TA","TA",80,21,0,0
1757,170,76,9967,"Inside","SLvl",7,5,2000,2000,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Ex","Y",774,656,1430,0,0,2,1,3,"TA",8,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
805,239.9,85,10560,"Corner","2Story",7,5,1993,1994,"Gd","Gd","PConc","Gd","Gd","GLQ",474,605,1079,"GasA","Ex","Y",1079,800,1879,1,0,2,1,3,"Gd",8,1,"Attchd",2,473,"TA","TA",400,100,144,0
703,135,60,3378,"Inside","2Story",7,8,1946,1992,"TA","Gd","CBlock","TA","TA","Unf",0,651,651,"GasA","Gd","Y",707,682,1389,0,0,1,1,3,"TA",6,2,"Detchd",1,240,"TA","TA",0,0,126,0
1561,294.464,44,3843,"Inside","1Story",8,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1476,120,1596,"GasA","Ex","Y",1648,0,1648,1,1,2,0,2,"Ex",5,1,"Attchd",2,525,"TA","TA",162,53,0,0
1235,135,0,7390,"Inside","1Story",5,7,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",902,196,1098,"GasA","TA","Y",1098,0,1098,1,0,1,0,3,"TA",6,0,"Attchd",1,260,"TA","TA",0,0,0,0
2529,165.15,80,10400,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","Rec",247,485,732,"GasA","Gd","Y",1012,778,1790,1,0,1,2,4,"TA",8,1,"Attchd",2,484,"TA","TA",148,0,0,147
